"","subject","site","site.name","session","scan","falff_50","falff_75","falff_90","falff_fwhm","falff_mean","reho_50","reho_75","reho_90","reho_fwhm","reho_mean","vmhc_50","vmhc_75","vmhc_90","vmhc_fwhm","vmhc_mean","global"
"422","0025075","24","NYU 2","1","1",0.601818799972534,0.623489677906036,0.647637224197388,7.21286,0.590285539627075,0.100073307752609,0.137981906533241,0.175166910886765,12.369,0.109773524105549,0.354426652193069,0.545827120542526,0.703539133071899,6.60366,0.352398842573166,"All Sites"
"423","0025075","24","NYU 2","1","2",0.5928715467453,0.613730221986771,0.637105011940002,7.2738,0.581096589565277,0.100014958530664,0.13749847561121,0.17728845924139,13.0389,0.110803715884686,0.328688621520996,0.523427605628967,0.690323173999786,6.68812,0.335311681032181,"All Sites"
"424","0025076","24","NYU 2","1","2",0.586422294378281,0.601301997900009,0.615969222784042,7.246,0.570651531219482,0.0808207280933857,0.104601947590709,0.130594438314438,12.0813,0.0870968997478485,0.272947132587433,0.457393229007721,0.627907335758209,6.44188,0.289715319871902,"All Sites"
"425","0025076","24","NYU 2","1","1",0.59441414475441,0.609367668628693,0.624406605958939,7.14654,0.579123497009277,0.081391230225563,0.107400946319103,0.137152165174484,12.4388,0.088981918990612,0.274968087673187,0.459151476621628,0.63005930185318,6.43542,0.291073650121689,"All Sites"
"426","0025077","24","NYU 2","1","1",0.591440618038177,0.605705142021179,0.619210922718048,7.09626,0.575545072555542,0.0772263929247856,0.0953930169343948,0.116376988589764,10.4511,0.0819645300507545,0.21928233653307,0.379251301288605,0.548953306674957,6.41708,0.245166346430779,"All Sites"
"427","0025077","24","NYU 2","1","2",0.590453654527664,0.608782231807709,0.6292296230793,7.06607,0.578508198261261,0.0968165881931782,0.125347357243299,0.157084792852402,11.535,0.103857636451721,0.347324281930923,0.54640531539917,0.711210548877716,6.4002,0.349127411842346,"All Sites"
"428","0025078","24","NYU 2","1","2",0.595792710781097,0.615411698818207,0.637505459785461,7.19686,0.584304451942444,0.100163996219635,0.134663417935371,0.172364404797554,12.4461,0.109019197523594,0.337984055280685,0.533701717853546,0.711947619915009,6.56948,0.340960055589676,"All Sites"
"429","0025078","24","NYU 2","1","1",0.607122778892517,0.627299189567566,0.64966607093811,7.24642,0.59583854675293,0.0939890667796135,0.125883221626282,0.161750093102455,12.8369,0.103108122944832,0.281394451856613,0.477303057909012,0.670374631881714,6.50883,0.30460000038147,"All Sites"
"430","0025079","24","NYU 2","1","2",0.595885336399078,0.615651905536652,0.63669867515564,7.10247,0.583606600761414,0.104974009096622,0.141860008239746,0.185541716217995,12.9184,0.115461073815823,0.380572885274887,0.576235115528107,0.733607172966004,6.77562,0.368790537118912,"All Sites"
"431","0025079","24","NYU 2","1","1",0.595809668302536,0.613338604569435,0.632774305343628,7.03226,0.583826005458832,0.0879443250596523,0.117585418745875,0.150773303210735,13.0083,0.0963848903775215,0.286995589733124,0.475314013659954,0.654731923341751,6.59323,0.301360070705414,"All Sites"
"432","0025080","24","NYU 2","1","1",0.604988425970078,0.626040562987328,0.646445661783218,7.14104,0.590983152389526,0.0872938185930252,0.118302866816521,0.15173501521349,12.5706,0.0965041592717171,0.275298565626144,0.467148140072823,0.647153776884079,6.55689,0.294516354799271,"All Sites"
"433","0025080","24","NYU 2","1","2",0.601218491792679,0.622930496931076,0.646174728870392,7.2594,0.587721288204193,0.0987422093749046,0.131816171109676,0.168594293296337,12.8346,0.107806481420994,0.335917085409164,0.533583581447601,0.703929787874222,6.8123,0.345623880624771,"All Sites"
"434","0025081","24","NYU 2","1","1",0.603663146495819,0.623817026615143,0.646642744541168,7.26851,0.592141330242157,0.0835911557078362,0.112181663513184,0.142611801624298,12.5563,0.091594971716404,0.274531736969948,0.457046627998352,0.640094876289368,6.391,0.292526096105576,"All Sites"
"435","0025081","24","NYU 2","1","2",0.60121363401413,0.621279954910278,0.645624041557312,7.31092,0.590618431568146,0.0766576156020164,0.102509886026382,0.130472800135612,12.4295,0.0852056071162224,0.244256854057312,0.434955075383186,0.62627689242363,6.34711,0.273776441812515,"All Sites"
"436","0025082","24","NYU 2","1","2",0.607534468173981,0.634490698575974,0.664679235219955,7.25678,0.600020289421082,0.0905297286808491,0.12497946806252,0.161072061955929,12.8336,0.100279107689857,0.299103707075119,0.507725298404694,0.699138700962067,6.72485,0.318728387355804,"All Sites"
"437","0025082","24","NYU 2","1","1",0.610375046730042,0.63802644610405,0.667185926437378,7.15139,0.602735996246338,0.089329868555069,0.128246419131756,0.170939022302628,13.564,0.102492980659008,0.298742890357971,0.50708532333374,0.70049375295639,6.45755,0.318398237228394,"All Sites"
"438","0025083","24","NYU 2","1","1",0.608847677707672,0.629625007510185,0.65109321475029,6.99892,0.597050249576569,0.0902291722595692,0.121392782777548,0.153530710935593,12.8466,0.0983277037739754,0.311724647879601,0.499159812927246,0.662384539842606,6.59545,0.317798346281052,"All Sites"
"439","0025083","24","NYU 2","1","2",0.608948320150375,0.632352039217949,0.656801265478134,7.27452,0.597530484199524,0.103553481400013,0.143142029643059,0.183791325986385,13.5006,0.114026203751564,0.374848186969757,0.575118839740753,0.743165552616119,6.81441,0.371606528759003,"All Sites"
"440","0025084","24","NYU 2","1","1",0.608335673809052,0.632139533758163,0.652436834573746,7.34456,0.594336867332458,0.143113441765308,0.173431418836117,0.200948421657085,11.7408,0.146096751093864,0.57298344373703,0.733769536018372,0.84830533862114,5.96151,0.519017159938812,"All Sites"
